Brand UID,Brand Name ,email,KAM Name 1,Assign Date 1,KAM Name 2 ,Assigin Date 2,KAM Name 3,Assigin Date 3,KAM Name 4,Assigin Date 4,KAM Name 5,Assigin Date 5,KAM Name 6,Assigin Date 6
68872,Baap of Rolls,info@baapofrolls.com,Shah Anokhi Rajeshkumar,03-10-2024,Kushawha Pooja,12-11-2025,Jitwin Purohit,11-12-2025,,,,,,
68959,Phoenix Pizza,Nareshrmsh7118@gmail.com,Rahul Taak,01-01-2026,,,,,,,,,,
69196,Jay Bhavani Enterprise,jaybhavanienterprise2002@gmail.com,Krutika Christian,21-04-2025,Parmar Rajeshbhai Kalubhai,18-12-2025,Saloni Vaghela,19-01-2026,,,,,,
69540,Amaravathi,shyamgroup2007@gmail.com,Jinalben Chavda,11-02-2025,,,,,,,,,,
69567,Cafe Cascade Managed by Le Gala Events Pvt Ltd,mail@vikaskhurana.in,Nikhil Kumar,09-07-2025,,,,,,,,,,
69641,Ambersar by Enoki,varun@enoki.in,Bhanvi Gupta,10-03-2025,,,,,,,,,,
69722,Dream Oven,porusarora@gmail.com,Bhanvi Gupta,10-03-2025,,,,,,,,,,
69912,Madurai Kannappar,Vishalmoorthy97@gmail.com,Apurv,11-12-2025,Aman Kota,11-12-2025,,,,,,,,
69981,GURUAPPA HOTELS PRIVATE LIMITED,guruappahotelsprivatelimited@gmail.com,Rahul Taak,06-07-2024,Jinalben Chavda,10-03-2025,Antolina Anil Francis,16-12-2025,,,,,,
70151,Shawarma Wala Devendra Nagar,shawarmawalad@gmail.com,Shah Anokhi Rajeshkumar,19-11-2024,Shalvi Jhaveri,11-12-2025,Sen Vishnu Rajmal,22-12-2025,Shalvi Jhaveri,22-12-2025,Pradipta Sen,22-12-2025,,
70249,hungroo,hungroochd15@gmail.com,Chauhan Khushbu Girishkumar,14-04-2025,Aman Mutneja,20-06-2025,,,,,,,,
70515,Babai Tiffins,hsrbabaitiffins@gmail.com,Arpit Acharya,22-07-2025,,,,,,,,,,
70553,Om Namo Headquarters Bar & Kitchen,hr.onhqbk@gmail.com,Pradipta Sen,21-07-2025,Aakash Biswas,27-11-2025,,,,,,,,
70611,Happinezz Ice Cream,onlinesale.hz@vadilalgroup.com,Thakkar Bhoomika,03-08-2024,Harsh Gohel,17-04-2025,,,,,,,,
70789,Taj Sats,anantharaj.n@tajsats.com,Kinab Binditbhai Shah,10-10-2024,Dilna P,16-10-2024,Kinab Binditbhai Shah,16-10-2024,,,,,,
70982,shaina cafe,Himanshuand007@gmail.com,Jhaveri Shalvi Nehalbhai,28-01-2025,Aman Mutneja,22-12-2025,,,,,,,,
71047,Chicken Affair,chickenaffairindia@gmail.com,Harsh Gohel,05-10-2024,,,,,,,,,,
71161,CHUNGS CHINESE CORNER-MALLESHWARAM,mailchungsgroup@gmail.com,Kamalakar Kasim,04-12-2025,,,,,,,,,,
71203,The Waffling Station LLP,thewafflingstationllp@gmail.com,Yogita Maheshwary,23-09-2025,Anokhi Shah,26-11-2025,Kaushik Khandla,13-12-2025,,,,,,
71223,Chai Pila,chaipila21@gmail.com,Anokhi Shah,26-11-2025,Kaushik Khandla,13-12-2025,Apurv,16-12-2025,,,,,,
71357,Moms Kitchen,Vij.sharmavijay@gmail.com,Aman Mutneja,26-11-2025,Apurv,16-12-2025,,,,,,,,
71490,Juice World,aravind21081980@gmail.com,Jinalben Chavda,28-01-2025,,,,,,,,,,
71605,Sigdi Restaurant,sigdirestaurant@hotmail.com,Krutika Christian,03-08-2024,Saloni Vaghela,21-01-2026,,,,,,,,
71733,Pinch Of Spice,meharwing@gmail.com,Jhaveri Shalvi Nehalbhai,21-11-2024,,,,,,,,,,
71762,Dosa crush,dosacrush@gmail.com,Shah Anokhi Rajeshkumar,19-11-2024,Mahima Sali,19-12-2025,,,,,,,,
71931,Dosa House,mahendragadara1980@gmail.com,Harsh Gohel,17-09-2024,Apurv,16-12-2025,,,,,,,,
72026,Yoko sizzlers,info@yokosizzlers.com,Aman Mutneja,03-09-2024,Kushawha Pooja,08-10-2025,Jitwin Purohit,11-12-2025,Harsh Gohel,28-01-2026,,,,
72043,Tru Falafel,amir@trufalafel.com,Snehal Dwivedi,12-11-2024,Harsh Gohel,31-01-2025,,,,,,,,
72158,TeaBon,karthik@atpl.in,Kinab Binditbhai Shah,25-09-2024,,,,,,,,,,
72333,Nothing But Chicken,harshal@nbcindia.in,Christian Krutika Veshalskumar,10-07-2024,Kaushik Khandla,08-01-2026,,,,,,,,
72357,Surbhi Sweets & Snacks,surbhisweetsonline@gmail.com,Harsh Gohel,19-04-2025,,,,,,,,,,
72371,Moti Mahal Delux,neeraj@motimahal.in,Abhishek Jain,30-08-2024,Chauhan Khushbu Girishkumar,11-03-2025,Rishit Talati,27-12-2025,,,,,,
72542,Pinch Of Spice,pos_agra@yahoo.co.in,Jhaveri Shalvi Nehalbhai,21-11-2024,,,,,,,,,,
73016,Farki,saurin3245@gmail.com,Shah Shitanshu,02-08-2024,,,,,,,,,,
73577,Aladdin Shawaram,aladdinshawarma1@gmail.com,Rahul Taak,19-03-2025,,,,,,,,,,
73887,BIRYANI QUEEN -  Sector 52,chaitanya@arshiafoodworks.com,Aman Mutneja,11-09-2024,,,,,,,,,,
74489,SHYAM MISHRA JUICE CENTRE,juicecentreshyammishra@gmail.com,Jinalben Chavda,12-02-2025,,,,,,,,,,
74660,Mapango Pizza,info@mapangopizza.com,Chauhan Khushbu Girishkumar,11-03-2025,Rishit Talati,29-12-2025,,,,,,,,
74905,Apni Rasoi,ashishgoyal6800@gmail.com,Purohit Jitwin,19-02-2025,,,,,,,,,,
74952,Dana Choga Dlf Phase 1 (Dine In),rahul.uttreja@danachoga.com,Nikhil Kumar,11-09-2025,Jitwin Purohit,16-09-2025,,,,,,,,
75334,Dimsum Box sector 9,dimsumboxindia@gmail.com,Aman Mutneja,31-08-2024,,,,,,,,,,
75784,HnH,info@happynhealthy.in,Mahima Sali,22-08-2025,,,,,,,,,,
75839,Cafe 80 Feet,thebrowniecircles@gmail.com,Kamalakar Kasim,26-09-2024,,,,,,,,,,
76377,The Old Delhi,sahilarya1512@gmail.com,Abhishek Jain,23-12-2024,Bhanvi Gupta,10-03-2025,Chauhan Khushbu Girishkumar,18-03-2025,Rishit Talati,27-12-2025,,,,
76391,Swirlyo,shahadabdul21@gmail.com,Kinab Binditbhai Shah,24-09-2024,,,,,,,,,,
76794,SRI MURUGA VILAS ORGINAL NELLAI PERIYA LALA CORNER KMP,raghumce@rediffmail.com,Jinalben Chavda,12-02-2025,,,,,,,,,,
76822,Jango?,jangos07@gmail.com,Harsh Gohel,13-11-2024,,,,,,,,,,
76996,GABRU DI CHAAP,business.gabrudichaap@gmail.com,Rahul Taak,04-07-2024,,,,,,,,,,
77201,True foods,truefoodact@gmail.com,Kinab Binditbhai Shah,04-04-2025,,,,,,,,,,
77301,Yellow Bowl,designer.khurana@gmail.com,Bhanvi Gupta,10-03-2025,Nikhil Kumar,22-06-2025,,,,,,,,
77327,Cake Lounge Kallai,eaticobakes@gmail.com,Acharya Arpit,25-04-2025,Sudhin Ravindran,22-12-2025,,,,,,,,
77557,Delite Cafe,delitecateringservice@gmail.com,Nair Anchal,09-06-2025,,,,,,,,,,
77604,Sunnypaaji Da Dhaba,pajisunny675@gmail.com,Anokhi Shah,26-11-2025,Kaushik Khandla,13-12-2025,Apurv,16-12-2025,,,,,,
77737,Pinch Of Spice - Agra,pos_fatehabadroad@yahoo.com,Jhaveri Shalvi Nehalbhai,18-11-2024,,,,,,,,,,
78102,Akkad Bakkad Bombay Boo,ab3hotel@gmail.com,Anokhi Shah,26-11-2025,Kaushik Khandla,13-12-2025,,,,,,,,
78509,Downtown pizza,downtownpizza66@gmail.com,Aman Mutneja,11-09-2024,,,,,,,,,,
78669,GSFO TECH PRIVATE LIMITED,ecity@gsideas.com,Antolina Anil Francis,25-09-2025,,,,,,,,,,
78773,Harajuku Tokyo Cafe,admin@harajukutokyocafe.jp,Shah Anokhi Rajeshkumar,03-10-2024,Megha Chourasia,18-10-2024,Jhaveri Shalvi Nehalbhai,14-11-2024,Anokhi Shah,01-10-2025,Kushawha Pooja,12-11-2025,Nikhil Kumar,27-11-2025
78801,Temple City Hotels India Pvt Ltd Ayyankottai,rksubburaman@gmail.com,Kota Amankumar,14-08-2024,,,,,,,,,,
78817,Craft Coffee,abhinavkumar@craftcoffeeindia.com,Pradipta Sen,16-12-2024,,,,,,,,,,
78918,Wisphot,wisphotfoods@gmail.com,Rahul Taak,16-12-2024,,,,,,,,,,
79180,Vimal Dairy Limited,kartik.patel@vimaldairy.com,Mahima Sali,20-05-2025,,,,,,,,,,
79208,Absolute Momo Cafe & Shawarma,absolutemomo.in@gmail.com,Jinalben Chavda,27-01-2025,,,,,,,,,,
79427,MITRON,mitronkandivali@gmail.com,Harsh Gohel,03-01-2025,,,,,,,,,,
79474,Gobblers Rolls & Bowl,o2help@feedx.in,Shah Anokhi Rajeshkumar,23-04-2025,Shalvi Jhaveri,03-12-2025,,,,,,,,
79557,MANDI KING ARABIAN RESTAURANT(MADHAPUR),ind_hashmi@yahoo.com,Kinab Binditbhai Shah,24-09-2024,Antolina Anil Francis,30-12-2025,,,,,,,,
79565,Cream Story,creamstorychennai@gmail.com,Acharya Arpit,26-04-2025,,,,,,,,,,
80433,Tandy? Creamery(Prabhadevi),jehan@tandyscreamery.com,Harsh Gohel,03-02-2025,,,,,,,,,,
80688,Flax - Healthy Living,gurmeet@flaxitup.com,Christian Krutika Veshalskumar,09-07-2024,Parmar Rajeshbhai Kalubhai,18-12-2025,Krutika Christian,08-01-2026,Vaghela Saloni Kiritbhai,12-01-2026,,,,
81012,AROOM AVIATION SERVICES,yash.rana@aroonaviation.com,Aman Mutneja,03-09-2024,Kushawha Pooja,06-10-2025,Jitwin Purohit,11-12-2025,,,,,,
81142,Khatri Bandhu Pot Ice Cream and Mastani,rahulrkhatri@gmail.com,Anokhi Shah,26-11-2025,Kaushik Khandla,13-12-2025,,,,,,,,
81477,Istanbul Rolls And Grills,lhbazil@gmail.com,Sudhin Raveendran,19-10-2024,,,,,,,,,,
81539,ROASTEA,chaitanya.bhamidipaty@roastea.in,Harsh Gohel,26-09-2024,Mahima Sali,24-04-2025,,,,,,,,
81917,Posa - All things Indian,Hello@32nd.com,Aman Mutneja,31-08-2024,,,,,,,,,,
82151,Shawarma wala,shawarmawala@gmail.com,Shah Anokhi Rajeshkumar,16-11-2024,Bhanvi Gupta,04-12-2025,,,,,,,,
82349,Him Cream (Lake Gardens),icymeltofoods@gmail.com,Pradipta Sen,18-12-2024,,,,,,,,,,
82483,Veg Sutra,info@vegsutra.com,Krutika Christian,24-07-2024,Parmar Rajeshbhai Kalubhai,02-01-2026,Krutika Christian,08-01-2026,Vaghela Saloni Kiritbhai,16-01-2026,,,,
82546,Highline Pizza,bakingbadtpl@gmail.com,Chauhan Khushbu Girishkumar,11-03-2025,Rishit Talati,27-12-2025,,,,,,,,
82606,GRENEE (kavya? kitchen),snehal.modi123@gmail.com,Kripal Patel,24-04-2025,,,,,,,,,,
82643,Its Street Coffee,itsstreetcoffee@gmail.com,Kripal Patel,24-04-2025,Shitanshu Shah,08-09-2025,,,,,,,,
82770,Creamy Heaven,creamyheaven789@gmail.com,Krutika Christian,23-07-2024,Kaushik Khandla,22-01-2026,,,,,,,,
82909,Bole To... Vadapav,office@boletovadapav.com,Harsh Gohel,17-09-2024,Mahima Sali,25-04-2025,,,,,,,,
82996,Pinch of spice Dwarka,mohan.jiten@gmail.com,Jhaveri Shalvi Nehalbhai,18-11-2024,,,,,,,,,,
82998,BBQ MASTER,vrafidh@gmail.com,Apurv,11-12-2025,,,,,,,,,,
83117,Nagas,accounts@nagas.co.in,Kinab Binditbhai Shah,08-10-2024,,,,,,,,,,
83671,Graduate Vadapav,pawarbramha20@gmail.com,Krutika Christian,03-08-2024,Saloni Vaghela,19-01-2026,,,,,,,,
83847,Gupta Brothers- salt lake,guptabrothers.saltlake@gmail.com,Soumya Pal,29-09-2024,Pradipta Sen,18-12-2024,Aakash Biswas,31-10-2025,,,,,,
83905,KATTABOMMAN,kailashbhavan1234@gmail.com,Rahul Taak,04-07-2024,Nair Anchal,29-05-2025,,,,,,,,
83948,Temptation Foods ( Lajpat Nagar),mukeshdeep@gmail.com,Shah Anokhi Rajeshkumar,18-11-2024,Nikhil Kumar,20-11-2025,,,,,,,,
83992,Namma Veedu Vasanta Bhavan,vbh@vasantabhavan.in,Rahul Taak,03-07-2024,Kota Amankumar,10-03-2025,,,,,,,,
84018,Pizza Story (Sarkaghat),Nehu892@gmail.com,Nikhil Kumar,11-09-2025,Aman Mutneja,25-12-2025,,,,,,,,
84064,Ismail Biryani,ismailgroup2017@gmail.com,Jinalben Chavda,12-02-2025,Aman Kota,18-12-2025,,,,,,,,
84267,TeaMax Cafe 0110,theashokagroup@gmail.com,Aman Kota,30-12-2025,,,,,,,,,,
84297,Rollarappaa,supreet1711@gmail.com,Shah Anokhi Rajeshkumar,28-01-2025,Nikhil Kumar,20-01-2026,,,,,,,,
84769,Nandini - Reva College,siva@cvassgroup.com,Kinab Binditbhai Shah,24-09-2024,,,,,,,,,,
84955,House of Size Zero,paanipuribaba@gmail.com,Harsh Gohel,17-09-2024,Mahima Sali,24-04-2025,,,,,,,,
85016,ZAPIZZA -Nanakmatta,info.zapizza@gmail.com,Chauhan Khushbu Girishkumar,11-03-2025,Bhanvi Gupta,28-01-2026,,,,,,,,
85058,ITALIO? PIZZA (ISANPUR),applecorporation21@gmail.com,Harsh Gohel,17-09-2024,,,,,,,,,,
85095,Hungerz,sstelecomuna@gmail.com,Pradipta Sen,17-12-2024,,,,,,,,,,
85285,Pizzaiiolo,jhashriwar@gmail.com,Harsh Gohel,17-03-2025,,,,,,,,,,
85335,SHANMUKHA RESTAURANT,shanmukharestaurant@gmail.com,Jinalben Chavda,24-01-2025,,,,,,,,,,
85781,Mehfil Banjarahills ( S & Z),office.mr121@gmail.com,Farhan A. Shaikh,10-02-2025,Acharya Arpit,30-04-2025,,,,,,,,
85960,Mexican Tapas & Bar,exe.chef@madhubhan.com,Anokhi Shah,26-11-2025,Kaushik Khandla,13-12-2025,,,,,,,,
86378,ARABIAN MAJLIS FEROKE,iquibmiyad@gmail.com,Sudhin Raveendran,18-10-2024,,,,,,,,,,
86382,The Juice Cafe,Thejuicecafemd@gmail.com,Chauhan Khushbu Girishkumar,14-04-2025,Rishit Talati,29-12-2025,,,,,,,,
86734,TEA TALKIES,bala@teatalkies.com,Dilna P,21-08-2024,,,,,,,,,,
87310,Bhojohori Manna (Puri),bmripl.pallab@gmail.com,Pradipta Sen,18-12-2024,Apurv,16-12-2025,,,,,,,,
87532,Kiskey Whiskey,kiskeywhiskey@gmail.com,Jhaveri Shalvi Nehalbhai,21-11-2024,,,,,,,,,,
87624,IDEAL KITCHEN,singamreddylnr@gmail.com,Rahul Taak,11-04-2025,Aman Kota,22-07-2025,,,,,,,,
88084,Nicky's Cafe & Fine Pastries,pranav2108@gmail.com,Arpit Acharya,28-08-2025,,,,,,,,,,
88298,Roop caterers,skumar@rkmealsonwheels.com,Pradipta Sen,18-12-2024,,,,,,,,,,
88696,Akshata Nati Style,akshathaans@gmail.com,Rahul Taak,18-09-2025,,,,,,,,,,
88899,Fun Bytes - Gillco Valley,funbytesindia@gmail.com,Aman Mutneja,31-08-2024,,,,,,,,,,
89120,The Momo Factory,nipun@themomofactory.com,Kripal Patel,24-04-2025,,,,,,,,,,
89196,Oriental Mom,orientalmomho@gmail.com,Chauhan Khushbu Girishkumar,11-03-2025,Nikhil Kumar,13-06-2025,,,,,,,,
89286,OMO SOUL FOOD COMMUNITY,ekjyot.chadha@brighthospitality.in,Aman Mutneja,11-09-2024,,,,,,,,,,
89673,Shereat panipuri iscon mall,operation@shareatfoods.com,Krutika Christian,03-08-2024,Saloni Vaghela,21-01-2026,,,,,,,,
89683,Dosa Charcol,phgangani@gmail.com,Kripal Patel,24-04-2025,,,,,,,,,,
89750,Jugaadi Spot,jugaadispot@gmail.com,Anokhi Shah,26-11-2025,Kaushik Khandla,13-12-2025,Apurv,16-12-2025,,,,,,
89891,Hot Pepper House,contact.foodorbit@gmail.com,Anokhi Shah,26-11-2025,Kaushik Khandla,13-12-2025,Apurv,16-12-2025,,,,,,
90031,Grub Store,accounts@grubgroup.in,Antolina Anil Francis,25-09-2025,,,,,,,,,,
90728,Conical Gaufres,conicalgaufres@gmail.com,Anokhi Shah,26-11-2025,Kaushik Khandla,13-12-2025,,,,,,,,
90813,Boston Bites - Jalandhar,viman@bostonandco.in,Aman Mutneja,04-10-2024,,,,,,,,,,
90825,Platform65,admin@sparklethemes.in,Rahul Taak,04-07-2024,,,,,,,,,,
90995,Gangour Restaurant,gangour95@gmail.com,Krutika Christian,03-08-2024,Parmar Rajeshbhai Kalubhai,02-01-2026,Kaushik Khandla,22-01-2026,,,,,,
91098,FRUITBAE,info@fruitbae.com,Jinalben Chavda,11-02-2025,Anchal Nair,16-12-2025,,,,,,,,
91122,Solos Scooping Happiness (RN Ventures),nileshrsolanki@gmail.com,Krutika Christian,17-03-2025,Parmar Rajeshbhai Kalubhai,02-01-2026,Krutika Christian,08-01-2026,Saloni Vaghela,21-01-2026,,,,
91335,Smoky Docky,smokydocky80@gmail.com,Kamalakar Kasim,30-12-2025,,,,,,,,,,
91369,Annapurna Sweets,annapurnasweetsdigital@gmail.com,Pradipta Sen,18-12-2024,Aakash Biswas,31-10-2025,,,,,,,,
91403,Samosa & Co. (Vastrapur) by TGB,opsexecutive1@tgbbakery.com,Apurv,16-12-2025,,,,,,,,,,
91495,CAKE O CLOCKS,onlinecakeoclocks@gmail.com,Nikhil Kumar,21-08-2025,,,,,,,,,,
91497,TOPFORM RESTAURANT,topformrestaurant@gmail.com,Sagar Kothari,10-02-2026,,,,,,,,,,
92645,Chaos Control Cafe,it@rishabworld.com,Anokhi Shah,26-11-2025,Kaushik Khandla,13-12-2025,,,,,,,,
92652,SUB 91,submarine0091@gmail.com,Jhaveri Shalvi Nehalbhai,18-11-2024,,,,,,,,,,
92826,Beyond Bajji,Vivaanfoodcaterers@gmail.com,Rahul Taak,06-07-2024,Kamalakar Kasim,06-11-2024,Aman Kota,30-12-2025,Apurv,05-02-2026,,,,
92999,The Shrikhand Studio,bapteinnovativefood@gmail.com,Harsh Gohel,17-08-2024,,,,,,,,,,
93369,HFC,hfcfoodpvtltd@gmail.com,Pradipta Sen,16-12-2024,Aakash Biswas,29-12-2025,,,,,,,,
93697,Kakinada Subbayya Gari Hotel,Ksghpos@gmail.com,Aman Kota,30-12-2025,,,,,,,,,,
93801,Skylight Pizza And Caffe,skylightpizzacaffe22@gmail.com,Aman Mutneja,31-08-2024,,,,,,,,,,
94412,VARALAXMI TIFFINS DLF,Varalakshmifoods22@gmail.com,Rahul Taak,06-07-2024,,,,,,,,,,
95034,SA DOSA CAFE,sssanganwar77@gmail.com,Kripal Patel,08-07-2025,Shitanshu Shah,09-09-2025,,,,,,,,
95382,Peninsula Grand Hotel,peninsulahospitalityindia@gmail.com,Harsh Gohel,03-01-2025,,,,,,,,,,
95470,VIETNOM,sahil.sambhi@gmail.com,Jitwin Purohit,09-06-2025,,,,,,,,,,
95790,Auberry,prathikrav@gmail.com,Rahul Taak,04-07-2024,,,,,,,,,,
95892,Roy Food And Beverages Pvt Ltd,partha@mqxt.in,Pradipta Sen,18-12-2024,,,,,,,,,,
96147,Naadbramha idli,fdm@naadbramha.com,Anokhi Shah,17-11-2025,Kaushik Khandla,13-12-2025,,,,,,,,
96508,O4H - Order For Health,orderforhealth3@gmail.com,Dilna P,13-10-2025,,,,,,,,,,
96666,Red Bucket Biryani,redbucketbiryani@gmail.com,Rahul Taak,06-07-2024,,,,,,,,,,
96855,Kunafa World,info@kunafaworld.com,Antolina Anil Francis,25-09-2025,,,,,,,,,,
96906,Bikash Babu Sweets - KK Road,amit@sarkars.in,Farhan A. Shaikh,06-08-2024,Jinalben Chavda,07-03-2025,,,,,,,,
96913,The 99 Thali Shop by Chaigram,sayantan@3rdlawmedia.com,Pradipta Sen,18-12-2024,,,,,,,,,,
97225,Farsi arabic restaurant,aneespullolil1988@gmail.com,Antolina Anil Francis,10-11-2025,Arpit Acharya,29-12-2025,,,,,,,,
97239,45th Avenue,45thavenuebykarachibakery@gmail.com,Rahul Taak,03-09-2024,,,,,,,,,,
97246,TBSE Bandra West,tbsecorum@gmail.com,Harsh Gohel,03-01-2025,,,,,,,,,,
97303,12? Clock Biriyani,12oclockbiriyani@gmail.com,Sagar Kothari,10-02-2026,,,,,,,,,,
97373,LE ARABIA RESTAURANT,shamz473@yahoo.com,Jinalben Chavda,22-01-2025,,,,,,,,,,
97434,Hyderabad Briyani Hotel Kavunda Palayam,hydgandhipuram@gmail.com,Jinalben Chavda,07-02-2025,,,,,,,,,,
97445,Thank U Bakery,jaseela@theiab.org,Kota Amankumar,14-08-2024,,,,,,,,,,
97917,Sreeraj Lassi Bar - MOSQUE ROAD,sreerajlassibar356@gmail.com,Kinab Binditbhai Shah,24-09-2024,,,,,,,,,,
97957,OneWorld Enterprises,enterprisesoneworld@gmail.com,Harsh Gohel,28-08-2024,,,,,,,,,,
98364,Great Britain Waffle,wecare@greatbritainwaffle.com,Kripal Patel,24-04-2025,,,,,,,,,,
98446,Veerji Malai Chaap,Business@veerjimalaichaapwale.com,Shah Anokhi Rajeshkumar,03-10-2024,Megha Chourasia,18-10-2024,Jhaveri Shalvi Nehalbhai,14-11-2024,,,,,,
98571,Nmo Sandwich,namosandwich@gmail.com,Harsh Gohel,08-01-2025,Mahima Sali,30-08-2025,,,,,,,,
98587,Talod,info@instaserve.in,Krutika Christian,03-08-2024,Parmar Rajeshbhai Kalubhai,02-01-2026,Krutika Christian,08-01-2026,Saloni Vaghela,17-01-2026,,,,
98669,KIOSK KAFFEE,kioskkaffeefranchise@gmail.com,Krutika Christian,31-12-2024,Saloni Vaghela,19-01-2026,,,,,,,,
98785,Cafe sandoz,sandozobm@gmail.com,Bhanvi Gupta,10-03-2025,,,,,,,,,,
98813,Tea Pea cafe,enterpriseteapeacafe@gmail.com,Mahima Sali,29-04-2025,Snehal Dwivedi,30-08-2025,Anokhi Shah,26-11-2025,Kaushik Khandla,13-12-2025,,,,
99100,Tovo Infused Grilled Chicken,foodworksgourmet@gmail.com,Dilna P,26-07-2024,Kinab Binditbhai Shah,08-10-2024,,,,,,,,
99117,Kings Kulfi,kingskulfi@yahoo.co.in,Shah Anokhi Rajeshkumar,16-11-2024,Bhanvi Gupta,04-12-2025,,,,,,,,
99149,Al taza,altazaoffice19@gmail.com,Anchal Nair,29-12-2025,,,,,,,,,,
99161,Suto cafe Global Pvt Ltd,operation.support@sutocafe.com,Mahima Sali,29-04-2025,,,,,,,,,,
99624,D Zaffrani,dzaffranirestaurant@gmail.com,Soumya Pal,29-09-2024,Pradipta Sen,18-12-2024,Aakash Biswas,29-12-2025,,,,,,
100714,Bijoli Grill (Cuttack),info@bijoligrill.com,Soumya Pal,29-09-2024,Pradipta Sen,18-12-2024,,,,,,,,
100725,Coffee Toffee,coffeetoffee2022@gmail.com,Anokhi Shah,26-11-2025,Kaushik Khandla,13-12-2025,,,,,,,,
100726,The Fresh Press - Gurgaon,central.thefreshpress@gmail.com,Harsh Gohel,24-01-2025,,,,,,,,,,
100874,Chai Kings,sampath@brookefields.com,Rahul Taak,04-07-2024,Kinab Binditbhai Shah,30-09-2024,,,,,,,,
101130,Biggies Burger,pos@biggiesburger.com,Akash Yedur,01-07-2024,,,,,,,,,,
101306,OHMY CAKE,accounts@ohmycake.in,Jinalben Chavda,28-01-2025,Anchal Nair,09-12-2025,,,,,,,,
101405,B 13 Food COURT,kamalkamboj506@gmail.com,Aman Mutneja,11-09-2024,,,,,,,,,,
101660,Castles Barbeque - NSp,castlesbarbeque.cgm@gmail.com,Bhanvi Gupta,16-12-2025,,,,,,,,,,
101798,Milano pizza,nibin@milanoicecream.com,Sudhin Raveendran,07-01-2025,,,,,,,,,,
101885,Cafe Amudham - EGL Domlur,ishanaventures123@gmail.com,Jinalben Chavda,27-01-2025,,,,,,,,,,
101913,Makers of Milkshakes (Malleshwaram),billing.makersofmilkshakes@gmail.com,Rahul Taak,23-07-2024,,,,,,,,,,
102138,UFC- UNITED FARMERS CREAMERY,bhagyarajjadeja@unitedfarmerscreamery.com,Harsh Gohel,19-04-2025,,,,,,,,,,
102439,Brewbay innovations private limited,support@abcoffee.in,Apurv,16-12-2025,,,,,,,,,,
102554,Rolls Studio,Rollsstudio01@gmail.com,Shah Anokhi Rajeshkumar,03-10-2024,Nikhil Kumar,20-11-2025,,,,,,,,
102594,Guru Nanak Sweets And Restaurant,gnsfirms@icloud.com,Chauhan Khushbu Girishkumar,14-04-2025,Aman Mutneja,20-06-2025,,,,,,,,
102806,BIG HOPE PIZZA(HOWRAH STATION),saurav@shservices.co.in,Pradipta Sen,18-06-2025,Aakash Biswas,29-12-2025,,,,,,,,
102951,Burgerama,viraaj@burgerama.in,Purohit Jitwin,04-01-2025,,,,,,,,,,
103034,Sukhadia Garbaddas Bapuji & Sons,sukhadiagb@gmail.com,Yogita Maheshwary,11-11-2025,,,,,,,,,,
103052,RoosterX (Main Branch),roosterx.in@gmail.com,Aman Kota,09-01-2026,,,,,,,,,,
103847,EGG STICKAA,nirmal@eggstickaa.com,Jinalben Chavda,22-01-2025,,,,,,,,,,
103935,Pinkk Sugars,info@pinkksugars.in,Pradipta Sen,05-07-2025,Aakash Biswas,27-11-2025,,,,,,,,
104068,Pista House,mohddis@pistahouse.in,Rahul Taak,02-07-2024,,,,,,,,,,
104530,Airside CAF??,sumesh.s@foodstopdiner.com,Sudhin Raveendran,24-12-2024,Anchal Nair,09-01-2026,,,,,,,,
104545,Rabbit Hole,rabbitholegoa@gmail.com,Thakkar Bhoomika,04-09-2024,Kripal Patel,24-04-2025,,,,,,,,
104979,JAGAVIS KRITUNGA RESTAURANT,tnrkritunga@gmail.com,Antolina Anil Francis,24-09-2025,,,,,,,,,,
105045,Perfect Pizza plus bakers,balrajsingh28@yahoo.com,Shah Anokhi Rajeshkumar,19-11-2024,Jitwin Purohit,08-01-2026,,,,,,,,
105098,Roll Box,dashingr1999@gmail.com,Nikhil Kumar,08-08-2025,,,,,,,,,,
105256,SMOOTH (Whitefield),gourmetdesserts.3@gmail.com,Kinab Binditbhai Shah,04-04-2025,,,,,,,,,,
105424,The chat cafe,brahmbhattdeval26@gmail.com,Kripal Patel,22-04-2025,Apurv,16-12-2025,,,,,,,,
105679,Doiwala Outlet,sujay.kundu@zeniak.com,Pradipta Sen,31-10-2025,,,,,,,,,,
105780,Chulha Chauki Da Dhaba,chulhac@gmail.com,Rahul Taak,06-07-2024,,,,,,,,,,
106143,Farmbowl By Urbankisaan,Farmbowl2025@gmail.com,Antolina Anil Francis,02-01-2026,,,,,,,,,,
106246,DUMONT CREAMERY,suryagunnam@dumont.in,Rahul Taak,04-07-2024,,,,,,,,,,
106264,NGKB,info@naidugarikundabiryani.com,Aman Kota,31-12-2025,,,,,,,,,,
106397,Roll Nation - 3B2 Mohali,devinder.thakur72@gmail.com,Nikhil Kumar,09-07-2025,,,,,,,,,,
108029,JUICE,sales@tibetanbowl.in,Aman Kota,22-09-2025,,,,,,,,,,
108423,SM Vermogen,sk4work2020@gmail.com,Antolina Anil Francis,13-01-2026,,,,,,,,,,
109529,MULETHI RESTAURANT & CAFE,arjoiinfo@gmail.com,Shah Anokhi Rajeshkumar,18-11-2024,Jitwin Purohit,08-01-2026,,,,,,,,
109566,Red Cow (Salt Lake Sector 2),redcow_petpooja@rcdpl.com,Pradipta Sen,18-12-2024,Aakash Biswas,29-12-2025,,,,,,,,
